external_compound_id,preferred_name,compound_family,strict_inclusion_class,source_ids,smiles_canonical,inchikey,auto_review_decision,auto_review_confidence,auto_mechanism_scope,auto_fks1_specificity,accepted_direct_evidence_rows,high_confidence_direct_rows,medium_high_confidence_direct_rows,fks1_specific_direct_rows,target_unchecked_direct_rows,whole_cell_label_direct_rows,unique_source_reference_count,evidence_summary,recommended_action,manual_override_decision,manual_note
EXT-FKS-0237,CHEMBL1684881,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684881,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccn3)CC2)cnn1-c1ccccc1,WHHXHILONURIJR-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0238,CHEMBL1684882,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684882,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cccnc3)CC2)cnn1-c1ccccc1,CASIUAKMOOLEBE-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0239,CHEMBL1684883,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684883,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)c3ccccc3)CC2)cnn1-c1ccccc1,UTOCOKFXNJUQML-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0240,CHEMBL1684884,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684884,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3ccccc3)c(=O)c2OC2CCCC2)CC1,DQHLCDHTMHQORA-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0241,CHEMBL1684885,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684885,CC(C)S(=O)(=O)N1CCN(c2cnn(C3CCCCC3)c(=O)c2OC2CCCC2)CC1,DVVMAGQLCADPTB-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0242,CHEMBL1684886,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684886,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccnc3)c(=O)c2OC2CCCC2)CC1,QNBRNFREOQWZAW-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0243,CHEMBL1684887,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684887,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3nccs3)c(=O)c2OC2CCCC2)CC1,KCELRDOPJWBXIF-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0244,CHEMBL1684888,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684888,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(F)c3)c(=O)c2OC2CCCC2)CC1,IINZLWKFWGEANY-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0245,CHEMBL1684889,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684889,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(Cl)c3)c(=O)c2OC2CCCC2)CC1,YAHQVPCQFKMMBM-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0246,CHEMBL1684890,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684890,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cc(F)cc(F)c3)c(=O)c2OC2CCCC2)CC1,SYTUICNIXKADNT-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0247,CHEMBL1684891,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684891,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cc(F)cc(Cl)c3)c(=O)c2OC2CCCC2)CC1,ICGWQYPBWJLEEE-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0248,CHEMBL1684892,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684892,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cc(Cl)cc(Cl)c3)c(=O)c2OC2CCCC2)CC1,FYWQMMQDNIDDRZ-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0249,CHEMBL1684893,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684893,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(O)c3)c(=O)c2OC2CCCC2)CC1,KNXPEVDXRBRBHA-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0250,CHEMBL1684894,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684894,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(N)c3)c(=O)c2OC2CCCC2)CC1,NSJSJOQFTUSIML-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0251,CHEMBL1684895,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684895,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(F)c3)c(=O)c2OC2CCC(F)C2)CC1,IIYRCYKWLXYHME-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0252,CHEMBL1684896,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684896,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(F)c3)c(=O)c2OC2CCC(F)(F)C2)CC1,MNCNNPYUCKJSQH-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0253,CHEMBL1684897,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684897,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cc(F)cc(F)c3)c(=O)c2OC2CCC(F)C2)CC1,WRTLWHJYYOYYFJ-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0254,CHEMBL1684898,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684898,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cc(F)cc(F)c3)c(=O)c2OC2CCC(F)(F)C2)CC1,PVBAILBGTLOSEF-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0255,CHEMBL1770155,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770155,CCOCCOc1cc(-c2ccccc2)nnc1N1CCN(S(=O)(=O)Cc2ccccc2)CC1,CUPOXWMPURIJRZ-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0256,CHEMBL1770496,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770496,CCOCCOc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)c(C)nn(-c2ccccc2)c1=O,JQOOHBVBURATRC-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0257,CHEMBL1770497,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770497,CCOCCOc1nn(-c2ccccc2)c(=O)c(OCCOCC)c1N1CCN(S(=O)(=O)Cc2ccccc2)CC1,ZMLDOJZKQYZKTJ-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0258,CHEMBL1770498,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770498,CCOCCOc1cc(-c2ccccc2)ccc1N1CCN(S(=O)(=O)Cc2ccccc2)CC1,LWEBUIWNAVSZAT-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0259,CHEMBL1770499,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770499,CCCCCCc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)ncn(-c2cccc(Cl)c2)c1=O,GNQXBBBQDNOWTN-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0260,CHEMBL1770500,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770500,O=c1c(-c2ccc(F)cc2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,YKTKWCRGVSBVGY-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0261,CHEMBL1770501,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770501,O=c1c(-c2ccc(F)cc2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)ccn1-c1ccccc1,LJTCPSBIRXCOOP-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0262,CHEMBL1770502,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770502,CC(C)(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(Cl)c3)c(=O)c2OC2CCCC2)CC1,QSQUIMHZWHXKRN-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0263,CHEMBL1770503,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770503,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)C3CCCC3)CC2)cnn1-c1cccc(Cl)c1,JIOPQIMZKLCFGD-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0264,CHEMBL1770504,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770504,COCCS(=O)(=O)N1CCN(c2cnn(-c3cccc(Cl)c3)c(=O)c2OC2CCCC2)CC1,UDOAYCQODTVLKO-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0265,CHEMBL1770505,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770505,O=C(O)CCS(=O)(=O)N1CCN(c2cnn(-c3cccc(Cl)c3)c(=O)c2OC2CCCC2)CC1,DXRRYOCLAKHDQT-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0266,CHEMBL1770506,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770506,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)c3ccsc3)CC2)cnn1-c1cccc(Cl)c1,JCZBFTNVJOWCRH-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0267,CHEMBL1770507,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770507,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)c3ccccc3)CC2)cnn1-c1cccc(Cl)c1,RWVHGDPZQYEPMD-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0268,CHEMBL1770508,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770508,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)cnn1-c1cccc(Cl)c1,WTHRKRROCOIOLD-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0269,CHEMBL1770509,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770509,Cn1ccc2ccc(S(=O)(=O)N3CCN(c4cnn(-c5cccc(Cl)c5)c(=O)c4OC4CCCC4)CC3)cc21,MGBBKENJTNFBRL-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0270,CHEMBL1770511,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770511,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccsc3)CC2)cnn1-c1cccc(Cl)c1,FECPJVBKHNBMLT-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0271,CHEMBL1770512,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770512,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)CCc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,CBWJSACBEYWLCR-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0272,CHEMBL1770513,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770513,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)C3Cc4ccccc4C3)CC2)cnn1-c1cccc(Cl)c1,OMTQCRVAFSARLN-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
