compound_id,canonical_name,synonyms,compound_class,source_type,parent_scaffold,smiles_raw,smiles_canonical,inchikey,stereochemistry_status,structure_confidence,sugar_identity,galactose_present,spiroketal_status,long_acyl_chain_type,long_acyl_chain_length,long_acyl_double_bonds,long_acyl_geometry,short_acyl_chain_type,modification_site,modification_summary,mw_exact,clogp,tpsa,hbd,hba,rotb,fsp3,formal_charge,reference_id,source_table_or_figure,curation_status,notes
PAPU-0110,"4-formyl-2-methoxyphenyl 4,6-O-benzylidene-beta-D-glucopyranoside 10",compound 10; de Souza 2015 compound 10; palmitic acid-based neoglycolipid 10,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(O[C@@H]2OC3COC(c4ccccc4)O[C@H]3[C@H](O)C2O)c(OC)c1,AXJKRWFHBDMBAZ-HHQZAJQVSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,none,0,0,none,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,"benzylidene acetal intermediate; 4-formyl-2-methoxyphenyl aglycone; 4,6-O-benzylidene acetal; none.",402.1315,1.4474,103.6800,2,8,5,0.3810,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 10; formula note: C21H22O8. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0111,"3-formylphenyl 4,6-O-benzylidene-beta-D-glucopyranoside 11",compound 11; de Souza 2015 compound 11; palmitic acid-based neoglycolipid 11,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1cccc(O[C@@H]2OC3COC(c4ccccc4)O[C@H]3[C@H](O)C2O)c1,MNUKNCPUIIZEOP-IYJWEEFISA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,none,0,0,none,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,"benzylidene acetal intermediate; 3-formylphenyl aglycone; 4,6-O-benzylidene acetal; none.",372.1209,1.4388,94.4500,2,7,4,0.3500,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 11; formula note: C20H20O7. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0112,"4-formyl-2-methoxyphenyl 3-O-palmitoyl-4,6-O-benzylidene-beta-D-glucopyranoside 12",compound 12; de Souza 2015 compound 12; palmitic acid-based neoglycolipid 12,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(O[C@@H]2OC3COC(c4ccccc4)O[C@H]3[C@H](OC(=O)CCCCCCCCCCCCCCC)C2O)c(OC)c1,QIRSPSJHFWUJQT-PAVGAZQOSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,palmitoyl ester at glucose O-3,16,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,"protected mono-palmitoyl neoglycolipid intermediate; 4-formyl-2-methoxyphenyl aglycone; 3-O-palmitoyl; 4,6-O-benzylidene; palmitoyl ester at glucose O-3.",640.3611,7.4796,109.7500,1,9,20,0.6216,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 12; formula note: C37H52O9. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0113,"4-formyl-2-methoxyphenyl 2-O-palmitoyl-4,6-O-benzylidene-beta-D-glucopyranoside 13",compound 13; de Souza 2015 compound 13; palmitic acid-based neoglycolipid 13,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(O[C@@H]2OC3COC(c4ccccc4)O[C@H]3[C@H](O)C2OC(=O)CCCCCCCCCCCCCCC)c(OC)c1,MLSOUFVZOZXZCA-GBDCUREMSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,palmitoyl ester at glucose O-2,16,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,"protected mono-palmitoyl neoglycolipid intermediate; 4-formyl-2-methoxyphenyl aglycone; 2-O-palmitoyl; 4,6-O-benzylidene; palmitoyl ester at glucose O-2.",640.3611,7.4796,109.7500,1,9,20,0.6216,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 13; formula note: C37H52O9. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0114,"4-formyl-2-methoxyphenyl 2,3-di-O-palmitoyl-4,6-O-benzylidene-beta-D-glucopyranoside 14",compound 14; de Souza 2015 compound 14; palmitic acid-based neoglycolipid 14,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(O[C@@H]2OC3COC(c4ccccc4)O[C@H]3[C@H](OC(=O)CCCCCCCCCCCCCCC)C2OC(=O)CCCCCCCCCCCCCCC)c(OC)c1,HZUNTUAOGCGELC-LVTNVGRHSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,two palmitoyl esters at glucose O-2 and O-3,32,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,"protected di-palmitoyl neoglycolipid intermediate; 4-formyl-2-methoxyphenyl aglycone; 2,3-di-O-palmitoyl; 4,6-O-benzylidene; two palmitoyl esters at glucose O-2 and O-3.",878.5908,13.5118,115.8200,0,10,35,0.7170,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 14; formula note: C53H82O10. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0115,"3-formylphenyl 3-O-palmitoyl-4,6-O-benzylidene-beta-D-glucopyranoside 15",compound 15; de Souza 2015 compound 15; palmitic acid-based neoglycolipid 15,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1cccc(O[C@@H]2OC3COC(c4ccccc4)O[C@H]3[C@H](OC(=O)CCCCCCCCCCCCCCC)C2O)c1,FVTHMTNLUXGOMJ-JPVZFLCMSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,palmitoyl ester at glucose O-3,16,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,"protected mono-palmitoyl neoglycolipid intermediate; 3-formylphenyl aglycone; 3-O-palmitoyl; 4,6-O-benzylidene; palmitoyl ester at glucose O-3.",610.3506,7.4710,100.5200,1,8,19,0.6111,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 15; formula note: C36H50O8. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0116,"3-formylphenyl 2-O-palmitoyl-4,6-O-benzylidene-beta-D-glucopyranoside 16",compound 16; de Souza 2015 compound 16; palmitic acid-based neoglycolipid 16,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1cccc(O[C@@H]2OC3COC(c4ccccc4)O[C@H]3[C@H](O)C2OC(=O)CCCCCCCCCCCCCCC)c1,INJWSTFZTRVCIF-ROCYTJKVSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,palmitoyl ester at glucose O-2,16,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,"protected mono-palmitoyl neoglycolipid intermediate; 3-formylphenyl aglycone; 2-O-palmitoyl; 4,6-O-benzylidene; palmitoyl ester at glucose O-2.",610.3506,7.4710,100.5200,1,8,19,0.6111,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 16; formula note: C36H50O8. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0117,"3-formylphenyl 2,3-di-O-palmitoyl-4,6-O-benzylidene-beta-D-glucopyranoside 17",compound 17; de Souza 2015 compound 17; palmitic acid-based neoglycolipid 17,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1cccc(O[C@@H]2OC3COC(c4ccccc4)O[C@H]3[C@H](OC(=O)CCCCCCCCCCCCCCC)C2OC(=O)CCCCCCCCCCCCCCC)c1,JJELHLYVASPLGU-RERHYMTRSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,two palmitoyl esters at glucose O-2 and O-3,32,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,"protected di-palmitoyl neoglycolipid intermediate; 3-formylphenyl aglycone; 2,3-di-O-palmitoyl; 4,6-O-benzylidene; two palmitoyl esters at glucose O-2 and O-3.",848.5802,13.5032,106.5900,0,9,34,0.7115,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 17; formula note: C52H80O9. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0118,4-formyl-2-methoxyphenyl 3-O-palmitoyl-beta-D-glucopyranoside 18,compound 18; de Souza 2015 compound 18; palmitic acid-based neoglycolipid 18,papulacandin_d_related_neoglycolipid,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(O[C@@H]2OC(CO)[C@@H](O)[C@H](OC(=O)CCCCCCCCCCCCCCC)C2O)c(OC)c1,DZIKSCARUNXVQP-ZIKMMDBFSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,palmitoyl ester at glucose O-3,16,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,papulacandin D related neoglycolipid final analogue; 4-formyl-2-methoxyphenyl aglycone; 3-O-palmitoyl; deprotected; palmitoyl ester at glucose O-3.,552.3298,4.7186,131.7500,3,9,20,0.7333,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 18; formula note: C30H48O9. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0119,4-formyl-2-methoxyphenyl 2-O-palmitoyl-beta-D-glucopyranoside 19,compound 19; de Souza 2015 compound 19; palmitic acid-based neoglycolipid 19,papulacandin_d_related_neoglycolipid,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(O[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2OC(=O)CCCCCCCCCCCCCCC)c(OC)c1,IVZQJNCXMHAIGY-WIKQJSAVSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,palmitoyl ester at glucose O-2,16,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,papulacandin D related neoglycolipid final analogue; 4-formyl-2-methoxyphenyl aglycone; 2-O-palmitoyl; deprotected; palmitoyl ester at glucose O-2.,552.3298,4.7186,131.7500,3,9,20,0.7333,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 19; formula note: C30H48O9. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0120,"4-formyl-2-methoxyphenyl 2,3-di-O-palmitoyl-beta-D-glucopyranoside 20",compound 20; de Souza 2015 compound 20; palmitic acid-based neoglycolipid 20,papulacandin_d_related_neoglycolipid,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(O[C@@H]2OC(CO)[C@@H](O)[C@H](OC(=O)CCCCCCCCCCCCCCC)C2OC(=O)CCCCCCCCCCCCCCC)c(OC)c1,CXWYIQFVDVQOJE-GOUZFARISA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,two palmitoyl esters at glucose O-2 and O-3,32,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,"papulacandin D related neoglycolipid final analogue; 4-formyl-2-methoxyphenyl aglycone; 2,3-di-O-palmitoyl; deprotected; two palmitoyl esters at glucose O-2 and O-3.",790.5595,10.7508,137.8200,2,10,35,0.8043,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 20; formula note: C46H78O10. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0121,3-formylphenyl 3-O-palmitoyl-beta-D-glucopyranoside 21,compound 21; de Souza 2015 compound 21; palmitic acid-based neoglycolipid 21,papulacandin_d_related_neoglycolipid,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1cccc(O[C@@H]2OC(CO)[C@@H](O)[C@H](OC(=O)CCCCCCCCCCCCCCC)C2O)c1,QCYJXTOOEGNFCA-AJCJKAFCSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,palmitoyl ester at glucose O-3,16,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,papulacandin D related neoglycolipid final analogue; 3-formylphenyl aglycone; 3-O-palmitoyl; deprotected; palmitoyl ester at glucose O-3.,522.3193,4.7100,122.5200,3,8,19,0.7241,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 21; formula note: C29H46O8. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0122,3-formylphenyl 2-O-palmitoyl-beta-D-glucopyranoside 22,compound 22; de Souza 2015 compound 22; palmitic acid-based neoglycolipid 22,papulacandin_d_related_neoglycolipid,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1cccc(O[C@@H]2OC(CO)[C@@H](O)[C@H](O)C2OC(=O)CCCCCCCCCCCCCCC)c1,LHHKMQOXHOWIBH-GSQGRFLZSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,palmitoyl ester at glucose O-2,16,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,papulacandin D related neoglycolipid final analogue; 3-formylphenyl aglycone; 2-O-palmitoyl; deprotected; palmitoyl ester at glucose O-2.,522.3193,4.7100,122.5200,3,8,19,0.7241,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 22; formula note: C29H46O8. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0123,"3-formylphenyl 2,3-di-O-palmitoyl-beta-D-glucopyranoside 23",compound 23; de Souza 2015 compound 23; palmitic acid-based neoglycolipid 23,papulacandin_d_related_neoglycolipid,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1cccc(O[C@@H]2OC(CO)[C@@H](O)[C@H](OC(=O)CCCCCCCCCCCCCCC)C2OC(=O)CCCCCCCCCCCCCCC)c1,NEABNWDKSGHLAV-QUBCIIRUSA-N,partial,medium,aryl beta-D-glucopyranoside; galactose absent,FALSE,absent; classical aryl beta-glucoside replaces Papulacandin D spiroketal,two palmitoyl esters at glucose O-2 and O-3,32,0,saturated,absent; no galactose-linked short acyl chain,aglycone; glucose O-2/O-3 acylation; protecting groups,"papulacandin D related neoglycolipid final analogue; 3-formylphenyl aglycone; 2,3-di-O-palmitoyl; deprotected; two palmitoyl esters at glucose O-2 and O-3.",760.5489,10.7422,128.5900,2,9,34,0.8000,0,PAPER-2015-DESOUZA,Scheme 1; Table 1; Experimental synthetic characterization,curated,"Paper compound 23; formula note: C45H76O9. Tested in Table 1 against Candida spp. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0124,Pestiocandin,compound 1; pestiocandin (1); Pestalotiopsis humus FKI-7473 metabolite,papulacandin_family_natural_product,natural_product,chaetiacandin_type_papulacandin,,[H]C1(COC(=O)/C=C/CCCCCCCCC)OC([H])(OC2([H])C([H])(CO)OC([H])(c3c(O)cc(O)cc3CO)C([H])(O)C2([H])OC(=O)/C=C/C=C/C[C@@H](O)/C=C/C=C/C)C([H])(O)C([H])(O)C1([H])O,HBZWVYLESGNYAY-PJCSFGNXSA-N,partial,medium,"beta-glucoside C-glycosidic to 3,5-dihydroxybenzyl alcohol; beta-galactopyranoside linked to glucose C-4",TRUE,absent; chaetiacandin-type non-spirocyclic benzyl alcohol core,C12 hydroxy tetraenoic acid ester at glucose C-3/O-3,12,4,all E reported from large coupling constants,C12 2-enoic fatty acid ester at galactose C-6' (2E),core type; sugar identity; acyl side chains,chaetiacandin-type papulacandin with beta-galactopyranose and two C12 unsaturated acyl esters; lacks spirocyclic moiety,834.4038,2.7236,262.3600,9,16,23,0.5814,0,PAPER-2018-SAKAI;PAPER-2024-LU,Fig. 1; Table 1; Table 2. Lu 2024 Figure 1; Table 3,curated,"New papulacandin-class antibiotic from Pestalotiopsis humus FKI-7473; formula C43H62O16 supported by HR-ESIMS [M+Na]+ m/z 857.3962. 1. Lu 2024 re-isolated pestiocandin as compound 7 from Pestalotiopsis rosea YNJ21 and assigned the residue D hydroxy group as R by methanolysis and modified Mosher analysis. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0125,4-formyl-2-methoxyphenyl 3-O-[3-[(E-4-allyloxycinnamoyl)amino]benzoyl]-beta-D-glucopyranoside 1,compound 1; Bretas 2020 compound 1; para-allyloxycinnamoylaminobenzoyl Papulacandin D analog,papulacandin_d_related_synthetic_analog,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(O[C@@H]2OC(CO)[C@@H](O)[C@H](OC(=O)c3cccc(NC(=O)/C=C/c4ccc(OCC=C)cc4)c3)C2O)c(OC)c1,FFTPCDFIUYCRRI-XDGQBULLSA-N,partial,medium,beta-D-glucopyranoside only; no galactose,FALSE,absent; classical aryl O-glycoside replaces Papulacandin D spiroketal,C3-O 3-[(E-4-allyloxycinnamoyl)amino]benzoyl ester side chain,not applicable; aromatic cinnamoylamide side chain,2,cinnamoyl alkene E; allyl terminal alkene not stereogenic,absent,spiroketal replacement; glucose C-3 ester side chain,para-allyloxycinnamoylaminobenzoyl aryl side-chain analog of Papulacandin D; classical aryl O-glycoside replaces spiroketal,619.2054,2.7678,170.0800,4,11,13,0.2424,0,PAPER-2020-BRETAS,Scheme 2; Figure 2; biological evaluation paragraph,curated,"Synthetic Papulacandin D analog designed by molecular simplification. Formula C33H33NO11 and exact mass are inferred from the drawn structure/name;. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0126,4-formyl-2-methoxyphenyl 3-O-[3-[(E-3-allyloxycinnamoyl)amino]benzoyl]-beta-D-glucopyranoside 2,compound 2; Bretas 2020 compound 2; meta-allyloxycinnamoylaminobenzoyl Papulacandin D analog,papulacandin_d_related_synthetic_analog,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(O[C@@H]2OC(CO)[C@@H](O)[C@H](OC(=O)c3cccc(NC(=O)/C=C/c4cccc(OCC=C)c4)c3)C2O)c(OC)c1,PMBLJYWUNACYRC-FQRMGYJUSA-N,partial,medium,beta-D-glucopyranoside only; no galactose,FALSE,absent; classical aryl O-glycoside replaces Papulacandin D spiroketal,C3-O 3-[(E-3-allyloxycinnamoyl)amino]benzoyl ester side chain,not applicable; aromatic cinnamoylamide side chain,2,cinnamoyl alkene E; allyl terminal alkene not stereogenic,absent,spiroketal replacement; glucose C-3 ester side chain,meta-allyloxycinnamoylaminobenzoyl aryl side-chain analog of Papulacandin D; classical aryl O-glycoside replaces spiroketal,619.2054,2.7678,170.0800,4,11,13,0.2424,0,PAPER-2020-BRETAS,Scheme 2; Figure 2; biological evaluation paragraph,curated,"Synthetic Papulacandin D analog designed by molecular simplification. Formula C33H33NO11 and exact mass are inferred from the drawn structure/name;. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0127,Pestiorosin A,compound 1; pestiorosin A (1); Pestalotiopsis rosea YNJ21 metabolite,papulacandin_family_natural_product,natural_product,pestiocandin-like non-spiro diglycoside,,[H]C1(COC(=O)/C=C/CCCCCCC)OC([H])(OC2([H])C([H])(CO)OC([H])(c3c(O)cc(O)cc3CO)C([H])(O)C2([H])OC(=O)/C=C/C=C/C[C@@H](O)/C=C/C=C/C)C([H])(O)C([H])(O)C1([H])O,OGVZDAGWHFOYKS-GDQPLAGBSA-N,partial,medium,beta-D-glucose and beta-D-galactose in pestiocandin-like diglycoside; aromatic C-glycoside core,TRUE,absent; pestiocandin-like non-spiro diglycoside core,residue D C12 hydroxy tetraenoic acid ester at glucose C-3/O-3,12,4,all E reported/inferred for residue D,residue A shortened unsaturated fatty acid ester at galactose C-6',galactose C-6' acyl chain; glucose C-3 acyl chain; core type,non-spiro pestiocandin-like core with R1=A and R2=D; C-6' side chain shorter than pestiocandin,806.3725,1.9434,262.3600,9,16,21,0.5610,0,PAPER-2024-LU,Figure 1; Table 1; Table 3,curated,"Formula C41H58O16 supported by HR-ESIMS [M+Na]+ m/z 829.3619. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0128,Pestiorosin B,compound 2; pestiorosin B (2); Pestalotiopsis rosea YNJ21 metabolite,papulacandin_family_natural_product,natural_product,pestiocandin-like non-spiro diglycoside,,[H]C1(COC(=O)/C=C/CCCCCCCCC)OC([H])(OC2([H])C([H])(CO)OC([H])(c3c(O)cc(O)cc3CO)C([H])(O)C2([H])OC(=O)/C=C/C=C/C[C@@H](C)O)C([H])(O)C([H])(O)C1([H])O,IZZWYWVISAPRST-GFCQXHSBSA-N,partial,medium,beta-D-glucose and beta-D-galactose in pestiocandin-like diglycoside; aromatic C-glycoside core,TRUE,absent; pestiocandin-like non-spiro diglycoside core,residue E C12 hydroxy dienoic acid ester at glucose C-3/O-3,12,2,"2E,4E for residue E",residue B C12 2-enoic fatty acid ester at galactose C-6',galactose C-6' acyl chain; glucose C-3 acyl chain; core type,non-spiro pestiocandin-like core with R1=B and R2=E; glucose-side chain lacks two double bonds relative to residue D,782.3725,1.6112,262.3600,9,16,21,0.6410,0,PAPER-2024-LU,Figure 1; Table 1; Table 3,curated,"Formula C39H58O16 supported by HR-ESIMS [M+Na]+ m/z 805.3616. Hydrolysis yielded (2E,4E)-7R-hydroxydodeca-2,4-dienoic acid methyl ester. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0129,Pestiorosin C,compound 3; pestiorosin C (3); Pestalotiopsis rosea YNJ21 metabolite,papulacandin_family_natural_product,natural_product,pestiocandin-like non-spiro diglycoside,,[H]C1(COC(=O)/C=C/C=C\CCCCC)OC([H])(OC2([H])C([H])(CO)OC([H])(c3c(O)cc(O)cc3CO)C([H])(O)C2([H])OC(=O)/C=C/C=C/C[C@@H](O)/C=C/C=C/C)C([H])(O)C([H])(O)C1([H])O,SBHOVDGCJSCANJ-IAOCUBSKSA-N,partial,medium,beta-D-glucose and beta-D-galactose in pestiocandin-like diglycoside; aromatic C-glycoside core,TRUE,absent; pestiocandin-like non-spiro diglycoside core,residue D C12 hydroxy tetraenoic acid ester at glucose C-3/O-3,12,4,all E reported/inferred for residue D,residue C unsaturated fatty acid ester at galactose C-6' with C-4''' Z double bond,galactose C-6' acyl chain; glucose C-3 acyl chain; core type,non-spiro pestiocandin-like core with R1=C and R2=D; C-6' side chain includes a Z double bond,804.3568,1.7194,262.3600,9,16,20,0.5122,0,PAPER-2024-LU,Figure 1; Table 1; Table 3,curated,"Formula C41H56O16 supported by HR-ESIMS [M+Na]+ m/z 827.3463. C-4 triple-prime double bond geometry assigned as Z by coupling/NOESY. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0130,Pestiorosin D,compound 4; pestiorosin D (4); Pestalotiopsis rosea YNJ21 metabolite,papulacandin_family_natural_product,natural_product,papulacandin_type,,[H]C1(COC(=O)/C=C/CCCCCCCCC)OC([H])(OC2([H])C([H])(CO)OC3(OCc4cc(O)cc(O)c43)C([H])(O)C2([H])OC(=O)/C=C/C=C/C[C@@H](O)/C=C/C=C/C)C([H])(O)C([H])(O)C1([H])O,HNYSBDNBYWKIIR-PJCSFGNXSA-N,partial,medium,spirocyclic diglycoside core; beta-D-galactose plus papulacandin-type glucose/aromatic spiro core,TRUE,intact; papulacandin B-like spirocyclic diglycoside core,residue D C12 hydroxy tetraenoic acid ester at glucose C-3/O-3,12,4,all E reported/inferred for residue D,residue B C12 2-enoic fatty acid ester at galactose C-6',galactose C-6' acyl chain; glucose C-3 acyl chain; core type,spirocyclic papulacandin-type core with R1=B and R2=D,832.3881,2.8732,251.3600,8,16,21,0.5814,0,PAPER-2024-LU;PAPER-2025-WU,Figure 1; Table 2; Table 3. Wu 2025 Figure 2; Table 1; Table 2,curated,"Formula C43H60O16 supported by HR-ESIMS [M+Na]+ m/z 855.3771. Core described as same as papulacandin B. Wu 2025 re-isolated pestiorosin D as compound 3 from a Pestalotiopsis sp. J025/Nigrospora sp. Wn-2-2 co-culture and reported MIC50 0.57 uM against fluconazole-resistant C. albicans. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
